date, pm25, pm10, o3, no2, so2, co
2019/4/27, , , , , , 
2019/4/28, , , , , , 
2019/4/29, , , , , , 
2019/4/30, , , , , , 
2019/5/1, , , , , , 
2019/5/2, , , , , , 
2019/5/3, , , , , , 
2019/5/4, , , , , , 
2019/5/5, , , , , , 
2019/5/6, , , , , , 
2019/5/7, , , , , , 
2019/5/8, , , , , , 
2019/5/9, , , , , , 
2019/5/10, , , , , , 
2019/5/11, , , , , , 
2019/5/12, , , , , , 
2019/5/13, , , , , , 
2019/5/14, , , , , , 
2019/5/15, , , , , , 
2019/5/16, , , , , , 
2019/5/17, , , , , , 
2019/5/18, , , , , , 
2019/5/19, , , , , , 
2019/5/20, , , , , , 
2019/5/21, , , , , , 
2019/5/22, , , , , , 
2019/5/23, , , , , , 
2019/5/24, , , , , , 
2019/5/25, , , , , , 
2019/5/26, , , , , , 
2019/5/27, , , , , , 
2019/5/28, , , , , , 
2019/5/29, , , , , , 
2019/5/30, , , , , , 
2019/5/31, , , , , , 
2019/6/1, , , , , , 
2019/6/2, , , , , , 
2019/6/3, , , , , , 
2019/6/4, , , , , , 
2019/6/5, , , , , , 
2019/6/6, , , , , , 
2019/6/7, , , , , , 
2019/6/8, , , , , , 
2019/6/9, , , , , , 
2019/6/10, , , , , , 
2019/6/11, , , , , , 
2019/6/12, , , , , , 
2019/6/13, , , , , , 
2019/6/14, , , , , , 
2019/6/15, , , , , , 
2019/6/17, , , , , , 
2019/6/18, , , , , , 
2019/6/19, , , , , , 
2019/6/20, , , , , , 
2019/6/21, , , , , , 
2019/6/22, , , , , , 
2019/6/23, , , , , , 
2019/6/24, , , , , , 
2019/6/25, , , , , , 
2019/6/26, , , , , , 
2019/6/27, , , , , , 
2019/6/28, , 46, , , , 1
2019/6/29, 15, 49, , , , 1
2019/6/30, 16, 49, , , , 1
2019/7/1, 17, 62, , , , 1
2019/1/2, , , , , , 
2019/1/3, , , , , , 
2019/1/4, , , , , , 
2019/1/5, , , , , , 
2019/1/6, , , , , , 
2019/1/7, , , , , , 
2019/1/8, , , , , , 
2019/1/9, , , , , , 
2019/1/10, , , , , , 
2019/1/11, , , , , , 
2019/1/12, , , , , , 
2019/1/13, , , , , , 
2019/1/14, , , , , , 
2019/1/15, , , , , , 
2019/1/16, , , , , , 
2019/1/17, , , , , , 
2019/1/18, , , , , , 
2019/1/19, , , , , , 
2019/1/20, , , , , , 
2019/1/21, , , , , , 
2019/1/22, , , , , , 
2019/1/23, , , , , , 
2019/1/24, , , , , , 
2019/1/25, , , , , , 
2019/1/26, , , , , , 
